Time,CPU_Usage,Memory_Usage,Network_Usage,Temperature
09-07-2024 00:57,55.52975757,14.81371138,163.0852943,48.39905659
09-07-2024 00:58,55.89323914,14.426358,161.7686548,47.88790245
09-07-2024 00:59,56.24838285,14.07455548,160.3423323,48.31721536
09-07-2024 01:00,56.5950986,13.75460308,158.8082546,47.6886262
09-07-2024 01:01,56.93329885,13.46315417,157.1684802,47.50178957
09-07-2024 01:02,57.26289861,13.19718272,155.4251964,47.2603435
09-07-2024 01:03,57.58381552,10.59952455,153.5807163,47.60338012
09-07-2024 01:04,57.89596982,10.60061717,151.6374762,47.11078352
09-07-2024 01:05,58.1992844,10.59842238,149.5980323,47.55069583
09-07-2024 01:06,58.49368482,10.59295007,147.465058,46.80861195
09-07-2024 01:07,58.77909933,10.58421236,145.2413401,47.22426537
09-07-2024 01:08,59.05545892,10.5722236,142.929776,46.58078917
09-07-2024 01:09,59.32269727,10.55700034,140.5333697,45.91133258
09-07-2024 01:10,59.58075086,10.53856136,138.0552285,45.74976626
09-07-2024 01:11,59.8295589,10.51692762,135.4985587,46.49844059
09-07-2024 01:12,60.06906344,10.49212226,132.8666625,45.99469345
09-07-2024 01:13,60.29920929,10.46417058,130.1629331,45.86601021
09-07-2024 01:14,60.51994412,10.43310002,127.390851,44.33066441
09-07-2024 01:15,60.73121842,10.39894015,124.5539799,43.63082942
09-07-2024 01:16,60.93298556,10.36172266,121.6559621,43.8734837
09-07-2024 01:17,61.12520175,16,118.7005139,44.66531278
09-07-2024 01:18,61.30782611,16,115.6914215,43.97714355
09-07-2024 01:19,61.48082064,15.47194911,112.6325363,43.97223487
09-07-2024 01:20,100,14.92421898,109.5277697,47.21959371
09-07-2024 01:21,97.99127948,14.42107225,106.3810891,45.99699449
09-07-2024 01:22,94.69091904,13.95803709,103.1965124,46.39899478
09-07-2024 01:23,91.70857125,13.53107329,99.97810348,45.53720849
09-07-2024 01:24,89.01302174,13.13653137,96.72996719,45.55262824
09-07-2024 01:25,86.5760273,12.77111552,93.4562442,44.36026658
09-07-2024 01:26,84.37203345,12.43185012,90.1611061,44.08782399
09-07-2024 01:27,82.37791883,9.761620947,86.84875023,42.48919351
09-07-2024 01:28,80.57276393,9.690914943,83.52339463,42.55221144
09-07-2024 01:29,78.93764189,9.617742833,80.18927282,42.27875529
09-07-2024 01:30,62.74025149,9.542162847,76.85062871,40.191487
09-07-2024 01:31,62.79579067,9.464234848,77.00166106,39.81289452
09-07-2024 01:32,62.84147339,9.384020296,77.15241732,40.11301601
09-07-2024 01:33,62.87730296,15.7015822,77.30289461,40.89955142
09-07-2024 01:34,62.90328564,15.00794456,77.45309008,41.13712631
09-07-2024 01:35,62.91943069,14.37017175,77.60300087,40.20870259
09-07-2024 01:36,100,13.78281575,197.7526241,55.59513392
09-07-2024 01:37,99.11575636,13.24095479,186.4824471,54.46825997
09-07-2024 01:38,95.65820696,12.74014332,176.298687,53.54240448
09-07-2024 01:39,92.51865179,12.27636679,167.0979266,52.19149007
09-07-2024 01:40,89.66592386,11.84600073,158.7865903,51.34351021
09-07-2024 01:41,87.07182736,11.44577364,151.2800069,50.39514916
09-07-2024 01:42,84.71085512,11.07273351,144.5015625,48.08591268
09-07-2024 01:43,82.55993309,8.369789037,138.3819336,47.69062899
09-07-2024 01:44,80.59818901,8.267449327,132.8583937,47.27852009
09-07-2024 01:45,78.80674318,8.163746546,127.8741851,47.04205691
09-07-2024 01:46,62.45334147,8.058759597,79.23241799,39.94776163
09-07-2024 01:47,100,7.952568247,79.37869154,44.41585195
09-07-2024 01:48,98.43716274,7.845253072,79.52464374,43.8563958
09-07-2024 01:49,94.87393327,7.7368954,79.67027182,43.4184981
09-07-2024 01:50,91.62912189,7.627577256,79.815573,42.85211511
09-07-2024 01:51,88.67159329,7.517381307,79.96054451,42.6026465
09-07-2024 01:52,85.97318318,7.406390804,80.1051836,42.51386704
09-07-2024 01:53,83.50841576,7.294689524,80.24948752,42.00756938
09-07-2024 01:54,81.2542482,7.182361713,80.39345351,42.43928714
09-07-2024 01:55,79.18983928,7.069492029,80.53707883,42.11942991
09-07-2024 01:56,77.29634017,6.956165484,80.68036076,42.09228413
09-07-2024 01:57,60.8415274,6.842467384,80.82329656,39.33078016
09-07-2024 01:58,60.64067637,6.72848327,80.9658835,39.29713368
09-07-2024 01:59,60.43107818,6.614298863,81.10811889,40.05930178
09-07-2024 02:00,60.21281292,6.5,81.25,39.75597314
09-07-2024 02:01,59.98596328,6.511321931,81.39152414,39.91830129
09-07-2024 02:02,59.75061452,6.522615089,81.53268861,39.22188178
09-07-2024 02:03,59.50685447,6.533879258,81.67349073,39.0424389
09-07-2024 02:04,59.25477345,6.545114225,81.81392781,39.87767158
09-07-2024 02:05,58.99446429,6.556319774,81.95399718,39.37053571
09-07-2024 02:06,58.72602229,6.567495694,82.09369618,40.09577438
09-07-2024 02:07,58.44954518,6.578641771,82.23302214,39.41843524
09-07-2024 02:08,58.16513308,6.589757793,82.37197241,39.26894994
09-07-2024 02:09,57.87288851,6.600843548,82.51054435,38.56510152
09-07-2024 02:10,57.57291631,6.611898825,82.64873531,40.30712831
09-07-2024 02:11,57.26532364,6.622923414,82.78654268,40.0162542
09-07-2024 02:12,56.95021994,6.633917105,82.92396381,38.90296136
09-07-2024 02:13,56.62771689,6.644879689,83.06099611,38.63463109
09-07-2024 02:14,56.29792839,6.655810956,83.19763695,39.3165993
09-07-2024 02:15,55.96097049,6.666710699,83.33388374,40.06981701
09-07-2024 02:16,55.61696141,6.67757871,83.46973388,39.31288538
09-07-2024 02:17,55.26602144,6.688414783,83.60518479,39.45240379
09-07-2024 02:18,54.90827296,6.699218711,83.74023388,40.03006568
09-07-2024 02:19,54.54384037,6.709990288,83.8748786,39.01873687
09-07-2024 02:20,54.17285006,6.720729309,84.00911636,39.1492114
09-07-2024 02:21,53.79543036,6.73143557,84.14294463,39.57677393
09-07-2024 02:22,53.41171155,6.742108867,84.27636084,39.30292214
09-07-2024 02:23,53.02182573,6.752748997,84.40936246,38.97979724
09-07-2024 02:24,52.62590686,6.763355757,84.54194696,39.7467457
09-07-2024 02:25,52.22409069,6.773928945,84.67411181,39.62613187
09-07-2024 02:26,51.81651471,6.78446836,84.8058545,39.75677245
09-07-2024 02:27,51.40331813,6.794973802,84.93717252,39.23689534
09-07-2024 02:28,50.9846418,6.805445069,85.06806337,38.40537136
09-07-2024 02:29,50.56062822,6.815881964,85.19852455,39.2628808
09-07-2024 02:30,50.13142144,6.826284287,85.32855359,38.64272716
09-07-2024 02:31,49.69716705,6.83665184,85.458148,38.18573452
09-07-2024 02:32,49.25801214,6.846984426,85.58730532,39.03187342
09-07-2024 02:33,48.81410523,6.857281848,85.7160231,39.18962239
09-07-2024 02:34,48.36559625,6.86754391,85.84429887,39.90688274
09-07-2024 02:35,47.91263646,6.877770417,85.97213021,38.47345143
09-07-2024 02:36,47.45537844,6.887961173,86.09951466,39.38281193
09-07-2024 02:37,46.99397604,6.898115986,86.22644982,38.2123955
09-07-2024 02:38,46.52858429,6.908234661,86.35293326,39.61403106
09-07-2024 02:39,46.05935942,6.918317006,86.47896257,38.59534098
09-07-2024 02:40,45.58645873,6.928362829,86.60453536,38.74452007
09-07-2024 02:41,45.11004064,6.938371939,86.72964924,38.71679661
09-07-2024 02:42,44.63026454,6.948344145,86.85430181,39.2227705
09-07-2024 02:43,44.14729084,6.958279257,86.97849072,38.08316938
09-07-2024 02:44,43.66128082,6.968177087,87.10221359,38.68446456
09-07-2024 02:45,43.17239667,6.978037445,200,49.69438622
09-07-2024 02:46,42.68080138,6.987860145,195.928742,50.65876428
09-07-2024 02:47,42.18665873,6.997644998,185.7182528,47.94776648
09-07-2024 02:48,41.6901332,7.007391819,176.4905842,46.22777888
09-07-2024 02:49,41.19138996,7.017100422,168.1521608,47.48336281
09-07-2024 02:50,40.6905948,7.026770623,160.618312,46.07923729
09-07-2024 02:51,40.18791406,7.036402237,153.8124243,44.70998662
09-07-2024 02:52,39.68351463,7.04599508,147.665175,44.42336328
09-07-2024 02:53,39.17756384,7.055548971,142.1138378,43.43419809
09-07-2024 02:54,38.67022946,7.065063727,137.1016558,42.30519603
09-07-2024 02:55,38.1616796,7.074539167,88.43173959,38.28465854
09-07-2024 02:56,37.65208272,7.083975111,88.54968889,38.24285704
09-07-2024 02:57,37.1416075,7.09337138,88.66714224,38.45988562
09-07-2024 02:58,36.63042286,7.102727793,88.78409741,37.76522706
09-07-2024 02:59,36.11869787,7.112044173,88.90055217,37.82576585
09-07-2024 03:00,35.60660172,7.121320344,89.01650429,37.98615939
09-07-2024 03:01,35.65278063,7.130556127,92.62190126,38.05010028
09-07-2024 03:02,35.69875674,7.139751347,96.22253922,39.47448627
09-07-2024 03:03,35.74452915,7.14890583,99.81416921,39.69532172
09-07-2024 03:04,35.79009701,7.158019401,103.3925526,39.37612445
09-07-2024 03:05,35.83545943,7.167091886,106.9534663,40.26289358
09-07-2024 03:06,35.88061557,7.176123113,110.492708,39.7358012
09-07-2024 03:07,35.92556455,7.18511291,114.0061009,40.48100185
09-07-2024 03:08,35.97030552,7.194061105,117.4894994,41.79717561
09-07-2024 03:09,36.01483764,7.202967528,120.9387935,41.73859698
09-07-2024 03:10,36.05916005,7.21183201,124.3499145,41.90663175
09-07-2024 03:11,36.10327191,7.220654382,127.7188391,41.92500272
09-07-2024 03:12,36.14717238,7.229434476,131.0415953,42.4208513
09-07-2024 03:13,36.19086063,7.238172125,134.3142662,42.04013585
09-07-2024 03:14,36.23433581,7.246867162,137.5329958,42.93972621
09-07-2024 03:15,36.27759711,7.255519422,140.6939928,43.61072646
09-07-2024 03:16,36.3206437,7.264128741,143.7935357,43.72462012
09-07-2024 03:17,36.36347477,7.272694953,146.8279773,44.03320731
09-07-2024 03:18,36.40608948,7.281217897,149.7937489,44.02090727
09-07-2024 03:19,36.44848705,7.289697409,152.6873651,44.18868117
09-07-2024 03:20,36.49066665,7.298133329,155.5054276,44.42981014
09-07-2024 03:21,36.53262748,7.306525496,158.2446293,45.08243816
09-07-2024 03:22,36.57436875,7.31487375,160.9017589,45.84622193
09-07-2024 03:23,36.61588966,7.323177932,163.4737042,45.31201033
09-07-2024 03:24,36.65718942,7.331437884,165.9574561,46.01498892
09-07-2024 03:25,36.69826725,7.339653449,168.3501124,46.24654299
09-07-2024 03:26,36.73912235,7.347824471,170.6488812,46.93864776
09-07-2024 03:27,36.77975396,7.355950793,172.8510843,46.70536987
09-07-2024 03:28,36.8201613,7.364032261,174.9541605,46.16991072
09-07-2024 03:29,36.86034361,7.372068721,176.9556686,48.18124672
09-07-2024 03:30,36.9003001,7.380060021,178.8532906,47.79921044
09-07-2024 03:31,36.94003004,7.388006008,180.6448344,47.7388825
09-07-2024 03:32,36.97953265,7.39590653,182.3282363,47.38261914
09-07-2024 03:33,37.01880719,7.403761438,183.9015637,47.67294825
09-07-2024 03:34,37.05785291,7.411570582,185.3630177,47.2720502
09-07-2024 03:35,37.09666906,7.419333813,186.7109347,47.95582713
09-07-2024 03:36,37.13525492,7.427050983,187.9437889,48.33845773
09-07-2024 03:37,37.17360973,7.434721946,189.0601939,48.35424751
09-07-2024 03:38,37.21173278,7.442346555,190.0589046,49.3475768
09-07-2024 03:39,37.24962333,7.449924665,190.9388184,48.89933001
09-07-2024 03:40,37.28728066,7.457456133,191.698977,49.13117272
09-07-2024 03:41,37.32470407,7.464940814,192.338567,48.98290404
09-07-2024 03:42,37.36189283,7.472378566,192.8569216,48.85043878
09-07-2024 03:43,37.39884624,7.479769247,193.2535206,49.04062035
09-07-2024 03:44,37.43556359,7.487112718,193.5279917,47.85300426
09-07-2024 03:45,37.47204418,7.494408837,200,49.36646069
09-07-2024 03:46,37.50828733,7.501657466,200,48.80210985
09-07-2024 03:47,37.54429234,7.508858468,200,48.91534105
09-07-2024 03:48,37.58005852,7.516011704,200,50.10641842
09-07-2024 03:49,37.61558519,7.523117039,200,48.97559923
09-07-2024 03:50,37.65087169,7.530174337,200,48.85627624
09-07-2024 03:51,37.68591733,7.537183465,200,49.71709987
09-07-2024 03:52,37.72072144,7.544144288,200,49.49214698
09-07-2024 03:53,37.75528337,7.551056675,200,49.75376623
09-07-2024 03:54,37.78960247,7.557920493,200,50.41270497
09-07-2024 03:55,37.82367806,7.564735612,188.5284572,48.67806644
09-07-2024 03:56,37.85750951,7.571501902,187.3621592,47.50381211
09-07-2024 03:57,37.89109617,7.578219235,186.0822862,48.62160874
09-07-2024 03:58,37.92443741,7.584887481,184.6904981,47.91002028
09-07-2024 03:59,37.95753258,7.591506516,183.1885907,47.9577356
09-07-2024 04:00,37.99038106,7.598076211,181.578493,46.88998975
09-07-2024 04:01,38.02298222,7.730245795,179.8622652,47.81317505
09-07-2024 04:02,38.05533544,7.862279678,178.0420959,46.74523373
09-07-2024 04:03,38.08744011,7.994091681,176.1202997,47.48730782
09-07-2024 04:04,38.11929561,8.125595745,174.0993144,46.67298817
09-07-2024 04:05,38.15090134,8.25670599,171.9816977,47.20001268
09-07-2024 04:06,38.18225669,8.38733677,169.7701243,45.98644421
09-07-2024 04:07,38.21336107,8.517402737,167.4673827,45.63943054
09-07-2024 04:08,38.24421389,8.646818895,165.0763718,45.92604635
09-07-2024 04:09,38.27481456,8.775500659,162.600097,46.09820108
09-07-2024 04:10,38.3051625,8.903363916,160.0416672,45.15244046
09-07-2024 04:11,78.33525712,9.030325079,157.4042903,49.57890262
09-07-2024 04:12,74.55859458,9.156301146,154.6912699,49.27781966
09-07-2024 04:13,71.14391427,9.281209755,151.9060007,47.57130946
09-07-2024 04:14,68.05674425,9.404969243,149.051965,47.75405485
09-07-2024 04:15,65.26589296,9.5274987,146.1327278,47.36250393
09-07-2024 04:16,62.74313708,9.648718026,143.151933,46.45793937
09-07-2024 04:17,60.46293903,9.768547983,140.1132987,45.99323669
09-07-2024 04:18,58.40219142,9.886910252,137.0206125,44.82652365
09-07-2024 04:19,78.56682718,10.00372749,133.8777273,47.46355617
09-07-2024 04:20,74.78811353,10.11892336,130.6885563,46.59016586
09-07-2024 04:21,71.37137773,10.23242263,127.4570685,45.98142013
09-07-2024 04:22,68.28214789,10.34415118,124.1872832,46.31369556
09-07-2024 04:23,65.4892325,10.45403607,120.8832662,44.57932069
09-07-2024 04:24,62.96440825,10.56200558,117.5491237,44.26888078
09-07-2024 04:25,60.68213763,10.6679893,114.1889982,44.19796859
09-07-2024 04:26,58.61931327,10.7719181,110.8070629,42.99568245
09-07-2024 04:27,56.75502672,10.87372426,107.4075167,42.14533808
09-07-2024 04:28,55.07035919,10.97334147,103.9945794,42.20301721
09-07-2024 04:29,38.83301458,11.07070488,100.5724861,39.7051169
09-07-2024 04:30,38.85819299,11.16575115,97.14548247,40.31661277
09-07-2024 04:31,38.88310756,11.25841849,97.2077689,39.99228912
09-07-2024 04:32,38.90775782,11.34864673,97.26939455,39.32204924
09-07-2024 04:33,38.93214329,11.43637729,97.33035823,39.1462989
09-07-2024 04:34,38.95626352,11.52155332,97.3906588,39.86502191
09-07-2024 04:35,38.98011804,11.60411964,97.4502951,39.93120245
09-07-2024 04:36,39.0037064,11.68402285,97.50926599,39.19732462
09-07-2024 04:37,39.02702815,11.76121133,97.56757036,40.22845301
09-07-2024 04:38,39.05008284,11.83563529,97.6252071,40.1837178
09-07-2024 04:39,39.07287004,11.9072468,97.6821751,40.0370106
09-07-2024 04:40,39.09538931,11.9759998,97.73847328,40.2598902
09-07-2024 04:41,39.11764023,12.04185019,200,49.62109225
09-07-2024 04:42,39.13962237,12.10475579,200,49.65872017
09-07-2024 04:43,39.16133531,12.16467643,196.1510286,49.61783948
09-07-2024 04:44,39.18277863,12.22157392,186.8551331,48.50872727
09-07-2024 04:45,39.20395194,12.27541214,178.4482854,48.24384507
09-07-2024 04:46,39.22485483,12.32615701,170.8458162,47.64244102
09-07-2024 04:47,39.24548689,12.37377654,163.9711136,46.20729409
09-07-2024 04:48,39.26584774,12.41824083,157.7548558,45.50999243
09-07-2024 04:49,39.28593699,12.45952213,152.1343182,45.81537669
09-07-2024 04:50,39.30575426,12.49759482,147.0527448,44.3946146
09-07-2024 04:51,39.32529917,12.53243545,164.1706442,46.46005945
09-07-2024 04:52,39.34457134,12.56402275,157.9516648,45.48108564
09-07-2024 04:53,39.36357041,12.59233764,152.3284017,45.13250167
09-07-2024 04:54,39.38229602,12.61736324,147.2440992,44.17118564
09-07-2024 04:55,39.40074782,12.6390849,98.50186954,40.69525781
09-07-2024 04:56,39.41892544,12.65749019,98.5473136,40.56852735
09-07-2024 04:57,39.43682855,12.67256891,98.59207137,39.66662845
09-07-2024 04:58,39.4544568,12.68431313,98.636142,40.30902107
09-07-2024 04:59,39.47180986,12.69271713,98.67952464,39.36654615
09-07-2024 05:00,39.48888739,12.69777748,98.72221849,40.4017674
09-07-2024 05:01,39.50568908,12.69949298,98.76422271,39.65492793
09-07-2024 05:02,39.52221461,12.69786469,98.80553651,40.71134974
09-07-2024 05:03,79.53846365,12.69289593,98.84615911,44.3632326
09-07-2024 05:04,75.74793262,12.68459228,98.88608974,43.54908667
09-07-2024 05:05,72.31936117,12.67296154,98.92532762,43.1876667
09-07-2024 05:06,69.21827763,12.6580138,98.96387201,43.15625918
09-07-2024 05:07,66.41349072,12.63976133,99.00172219,42.34353689
09-07-2024 05:08,63.87677736,12.61821868,99.03887743,43.11584207
09-07-2024 05:09,61.58260025,12.59340258,99.07533702,42.47812526
09-07-2024 05:10,59.50785226,12.56533199,99.11110027,42.60060982
09-07-2024 05:11,57.63162516,12.53402805,99.14616649,40.70637203
09-07-2024 05:12,55.9350004,12.49951408,99.18053503,41.76954441
09-07-2024 05:13,55.94846848,12.46181557,99.21420522,41.88648123
09-07-2024 05:14,39.69887057,12.42096016,99.24717642,40.13497093
09-07-2024 05:15,39.71177921,12.3769776,99.27944802,40.14807157
09-07-2024 05:16,39.72440775,12.32989975,99.31101938,39.97596645
09-07-2024 05:17,39.73675597,12.27976056,99.34188991,41.26452477
09-07-2024 05:18,79.74882361,12.22659604,99.37205903,44.25637681
09-07-2024 05:19,75.95410719,12.17044423,99.40152616,43.81384456
09-07-2024 05:20,72.52134642,12.1113452,99.43029074,43.8745841
09-07-2024 05:21,69.41606971,12.04934097,99.45835221,42.81285043
09-07-2024 05:22,66.60708586,11.98447553,99.48571006,42.16383572
09-07-2024 05:23,64.06617189,11.91679481,99.51236375,43.0031227
09-07-2024 05:24,61.76779055,11.84634659,99.53831277,42.14849098
09-07-2024 05:25,59.68883481,11.77318056,99.56355664,42.78291899
09-07-2024 05:26,57.80839652,11.69734821,99.58809488,42.55838938
09-07-2024 05:27,56.10755719,11.6189028,99.61192701,40.5725156
09-07-2024 05:28,59.71743318,11.53789937,99.63505258,42.12520548
09-07-2024 05:29,57.83614703,11.45439467,99.65747115,42.43310453
09-07-2024 05:30,56.13445931,11.36844713,99.6791823,40.84057947
09-07-2024 05:31,39.88007425,11.28011681,99.70018561,40.26906746
09-07-2024 05:32,39.88819227,11.18946537,99.72048069,40.40876253
09-07-2024 05:33,39.89602685,11.096556,99.74006714,40.04588165
09-07-2024 05:34,39.90357784,11.00145344,99.75894459,40.04262587
09-07-2024 05:35,39.91084507,10.90422387,99.77711268,40.65837522
09-07-2024 05:36,39.91782843,10.8049349,200,49.32501242
09-07-2024 05:37,39.92452777,10.70365549,200,50.47837331
09-07-2024 05:38,39.93094298,10.60045596,198.0750478,50.09028276
09-07-2024 05:39,39.93707391,10.49540789,188.7408713,49.56819432
09-07-2024 05:40,39.94292047,10.38858409,180.2957067,47.58865063
09-07-2024 05:41,39.94848254,10.28005856,172.6548855,48.02669904
09-07-2024 05:42,39.95376001,10.1699064,165.7417963,45.8923319
09-07-2024 05:43,39.95875278,10.05820382,159.4871184,45.78520744
09-07-2024 05:44,39.96346075,9.945028038,153.8281276,44.79206938
09-07-2024 05:45,39.96788385,9.830457245,200,50.34220152
09-07-2024 05:46,39.97202198,9.714570553,200,49.58769269
09-07-2024 05:47,39.97587506,9.597447936,198.187378,50.34343136
09-07-2024 05:48,39.97944302,9.479170177,188.846794,47.98648511
09-07-2024 05:49,39.9827258,9.359818814,180.39522,47.75114495
09-07-2024 05:50,39.98572332,9.239476081,172.7479875,48.09030268
09-07-2024 05:51,39.98843554,9.118224855,165.8284852,46.11315873
09-07-2024 05:52,39.99086241,8.996148597,159.5673925,46.3851105
09-07-2024 05:53,39.99300386,8.873331295,153.9019854,45.62498673
09-07-2024 05:54,39.99485987,8.749857407,148.7755089,44.09829485
09-07-2024 05:55,39.99643041,8.625811804,99.99107602,39.96701504
09-07-2024 05:56,39.99771543,8.501279709,99.99428857,40.61366681
09-07-2024 05:57,39.99871491,8.376346642,99.99678728,39.6321879
09-07-2024 05:58,39.99942885,8.251098359,99.99857211,39.47994225
09-07-2024 05:59,39.99985721,8.125620794,99.99964303,39.97674242
09-07-2024 06:00,40,8,100,39.69261461
09-07-2024 06:01,40.55833422,7.999971442,103.4895927,39.45680721
09-07-2024 06:02,41.11621274,7.999885769,106.9742195,40.49812865
09-07-2024 06:03,41.67346551,7.999742983,110.4496336,40.7696286
09-07-2024 06:04,42.22992259,7.999543085,113.9115987,41.34708483
09-07-2024 06:05,42.78541417,7.999286081,117.3558938,40.61238663
09-07-2024 06:06,43.3397707,7.998971975,120.7783188,42.39386902
09-07-2024 06:07,43.89282285,7.998600773,124.1746992,41.78964207
09-07-2024 06:08,44.44440164,7.998172481,127.5408916,43.37169323
09-07-2024 06:09,44.99433842,7.997687109,130.8727883,43.92253562
09-07-2024 06:10,45.54246501,7.997144665,134.1663226,42.777789
09-07-2024 06:11,46.08861365,7.996545159,137.4174738,44.79777183
09-07-2024 06:12,46.63261713,7.995888604,140.6222719,44.4666423
09-07-2024 06:13,47.1743088,7.995175012,143.7768023,45.43310917
09-07-2024 06:14,47.71352264,7.994404395,146.8772112,45.72408809
09-07-2024 06:15,48.25009329,7.99357677,149.9197096,44.89369797
09-07-2024 06:16,48.78385614,7.992692151,152.9005783,45.54116976
09-07-2024 06:17,49.31464733,7.991750555,155.8161723,47.11936314
09-07-2024 06:18,49.84230383,7.990752001,158.6629252,46.02931206
09-07-2024 06:19,50.36666348,7.989696507,161.4373539,47.15983363
09-07-2024 06:20,50.88756506,7.988584094,164.1360621,46.92327501
09-07-2024 06:21,51.4048483,7.987414783,166.7557454,47.16280877
09-07-2024 06:22,51.91835396,7.986188595,169.2931945,47.91043409
09-07-2024 06:23,52.42792389,7.984905555,171.7452995,49.31149604
09-07-2024 06:24,52.93340101,7.983565686,174.1090536,48.88664725
09-07-2024 06:25,53.43462945,7.982169015,176.381557,48.25298913
09-07-2024 06:26,53.93145453,7.980715567,178.5600199,49.14494401
09-07-2024 06:27,54.42372285,7.979205371,180.6417666,48.37476382
09-07-2024 06:28,54.91128228,7.977638455,182.6242379,48.42395748
09-07-2024 06:29,55.39398209,7.976014849,184.5049952,49.87206263
09-07-2024 06:30,55.87167292,7.974334584,186.2817227,50.37024636
09-07-2024 06:31,56.34420686,7.972597692,187.9522304,51.0074125
09-07-2024 06:32,56.81143749,7.970804206,189.5144572,50.61612917
09-07-2024 06:33,57.27321992,7.96895416,190.9664728,50.62406104
09-07-2024 06:34,57.72941086,7.96704759,192.3064803,50.63084604
09-07-2024 06:35,58.17986862,7.965084531,193.5328187,51.23167725
09-07-2024 06:36,58.62445318,7.963065022,194.6439644,50.51517964
09-07-2024 06:37,59.06302624,7.9609891,195.6385333,50.92711587
09-07-2024 06:38,59.49545123,7.958856805,196.5152827,50.80606494
09-07-2024 06:39,59.9215934,7.956668177,197.2731123,51.25304747
09-07-2024 06:40,60.34131981,7.954423259,197.911066,51.25829857
09-07-2024 06:41,60.75449939,7.952122093,198.428333,51.31724929
09-07-2024 06:42,61.16100302,7.949764723,198.8242486,51.47356359
